text,intent
Urgent: I paid for the watch but didn't get confirmation. thanks.,payment_issue
Please The discount code OFF35 is showing an error. ASAP.,coupon_apply
Urgent: Unable to sign in.,account_login
I want to know Can I alter my recent order? please.,order_modify
Warranty period please. please.,warranty_info
Exchange POLICY?,exchange_product
Please I need to update my shipping details.,change_address
I want to know Replace this t-shirt with a larger one.,exchange_product
Urgent: Is physical damage covered under warranty? ASAP.,warranty_info
How do I review this t-shirt?,product_review
"The laptop doesn't fit, want an exchange. thanks.",exchange_product
Urgent: Modify the delivery location. thanks.,change_address
When will I get my refund? now.,refund_status
Please Until what time are you open? please.,store_hours
I am very disappointed with the shoes. please.,complaint_register
Please What is the estimated delivery time? ASAP.,delivery_time
"Can you tell me The item is damaged, I need to return it. please.",return_product
I want to know Why can't I apply this discount?,coupon_apply
Please Can I get free delivery on perfume? please.,shipping_cost
Can you tell me Is my order out for delivery?,track_order
"Hi, Do you provide a discount for 46 pieces of jeans? please.",bulk_order
What is the estimated delivery time? ASAP.,delivery_time
"Hi, Put me through to support staff.",human_escalate
How do I cancel my recent order?,cancel_order
Urgent: Do I have to pay shipping for order ORD8066? ASAP.,shipping_cost
How to claim guarantee?,warranty_info
What does the warranty cover?,warranty_info
I want to change the items I bought. now.,order_modify
"Hi, Are you open today? ASAP.",store_hours
"Hi, Is the saree available in size 10?",product_availability
"Hi, Give me the tracking link for my mobile. thanks.",track_order
Please abort my delivery for t-shirt. thanks.,cancel_order
Delivery time for bag?,delivery_time
Tell me about the warranty terms.,warranty_info
"Hi, Will I receive my order by 10th October? ASAP.",delivery_time
I forgot my password. ASAP.,account_login
Urgent: Change the quantity to 9. please.,order_modify
Can I change shipping address to Pune? ASAP.,change_address
I want to know Can I get free delivery on shoes? thanks.,shipping_cost
Give me the tracking link for my t-shirt. ASAP.,track_order
Money deducted but order not placed. please.,payment_issue
Can you tell me Cancel this order immediately. now.,cancel_order
Please B2B ordering process? ASAP.,bulk_order
How do I cancel my recent order? now.,cancel_order
"Hi, Can I get free delivery on jeans? thanks.",shipping_cost
"Hi, Check my refund status for ORD3529. please.",refund_status
Urgent: Put me through to support staff.,human_escalate
Why is my payment pending? now.,payment_issue
I want to know Can you check if my payment went through? please.,payment_issue
I need to speak to the manager. ASAP.,human_escalate
"Hi, Store timings in Kolkata?",store_hours
My voucher is not working. thanks.,coupon_apply
How can I return order ORD7511? ASAP.,return_product
Please Are you currently open? thanks.,store_hours
Please I am not getting the OTP to login.,account_login
I want to know Gift wrap this please.,gift_wrapping
Has my bag been shipped? thanks.,track_order
"Hi, Can I return the mobile I bought next week? ASAP.",return_product
Is shipping free? thanks.,shipping_cost
"Hi, Is this item out of stock? now.",product_availability
"Hi, Store opening schedule? now.",store_hours
I want to know Is the warranty valid in Ahmedabad? ASAP.,warranty_info
I want to know Availability of shoes please. thanks.,product_availability
Please Until what time are you open?,store_hours
I want to know Is shipping free? now.,shipping_cost
Has the refund been initiated?,refund_status
I want to know I am waiting for my refund since tomorrow. thanks.,refund_status
"Hi, Can you track my order? thanks.",track_order
I want to know Gift wrapping cost?,gift_wrapping
Can you tell me Stop the shipment for ORD3948. please.,cancel_order
I want to know I am not getting the OTP to login.,account_login
"Hi, Payment issue with my recent transaction.",payment_issue
Please What is your return policy? please.,return_product
How do I cancel my recent order? please.,cancel_order
Can you tell me I want to exchange this laptop. ASAP.,exchange_product
Can you tell me I need to speak to the manager.,human_escalate
I want to know How to edit delivery address?,change_address
"Hi, I forgot to apply my coupon OFF47. please.",coupon_apply
I want to know Modify my order items. please.,order_modify
I am tired of talking to a bot. thanks.,human_escalate
Urgent: Can I exchange size 10 for another size?,exchange_product
I want to know Do you have this in stock? now.,product_availability
Urgent: How to add a product review? thanks.,product_review
Please I forgot my password.,account_login
Please Call me back. thanks.,human_escalate
I want to talk to a human.,human_escalate
Can you tell me Connect me to an agent.,human_escalate
Urgent: How fast can you deliver to Ahmedabad? please.,delivery_time
"Hi, Deliver this to Mumbai instead. ASAP.",change_address
I want to order 51 of watch.,bulk_order
Please How to edit delivery address? thanks.,change_address
Please Put me through to support staff. now.,human_escalate
Urgent: Check my refund status for ORD7746.,refund_status
Can you tell me The service for order ORD1197 was terrible.,complaint_register
Can you tell me I need a smaller size for my kurta. ASAP.,exchange_product
Please Are you open Friday? please.,store_hours
Please Can you wrap this t-shirt as a gift? now.,gift_wrapping
Is there an option to send saree as a gift? ASAP.,gift_wrapping
Urgent: Do I have to pay shipping for order ORD7901? ASAP.,shipping_cost
Please Add a gift message. now.,gift_wrapping
Please Availability of bag please.,product_availability
Please Payment failed but amount was debited.,payment_issue
I want to know Is this item out of stock? ASAP.,product_availability
Please I want to track order ORD6730. please.,track_order
Please I need to update my shipping details. thanks.,change_address
I want gift packaging for order ORD8672. please.,gift_wrapping
My payment is stuck. thanks.,payment_issue
Take back my order. now.,return_product
Can you tell me I need to speak to the manager. please.,human_escalate
Urgent: Tell me the operating hours.,store_hours
"I want to know The item is damaged, I need to return it. please.",return_product
Urgent: Delivery time for laptop? please.,delivery_time
What is the warranty on this watch?,warranty_info
Can I exchange size 10 for another size? please.,exchange_product
Can you tell me Can I change the attributes of order ORD1539? thanks.,order_modify
"Hi, The item is damaged, I need to return it. please.",return_product
Please Corporate order for our office in Jaipur. please.,bulk_order
Urgent: My login is failing. now.,account_login
Please My login is failing. ASAP.,account_login
"Hi, Send this wrapped to Surat.",gift_wrapping
My login is failing. please.,account_login
Can you tell me Are you open Monday? please.,store_hours
I want to swap this item. ASAP.,exchange_product
Urgent: I want to track order ORD6488.,track_order
Can you conceal the price tag?,gift_wrapping
Please Can I alter my recent order?,order_modify
I want to know Warranty period please. thanks.,warranty_info
Urgent: Modify the delivery location. please.,change_address
Can you tell me Are you open Monday? now.,store_hours
Can you notify me when laptop is available?,product_availability
"Hi, How many days for the refund to process?",refund_status
What are your business hours? ASAP.,store_hours
I am not getting the OTP to login. thanks.,account_login
"Hi, Change the quantity to 62. thanks.",order_modify
What is your return policy? now.,return_product
Can I get a kurta in XL instead?,exchange_product
I want to know Are there any units left for kurta?,product_availability
I want to cancel my order. ASAP.,cancel_order
Urgent: Exchange POLICY?,exchange_product
Please I have a formal complaint to make.,complaint_register
How many days for the refund to process?,refund_status
"Hi, Can I get a customer service representative?",human_escalate
Urgent: I need this to be a present.,gift_wrapping
Has my jeans been shipped? ASAP.,track_order
I want to know Is the mobile available in size 10? ASAP.,product_availability
Urgent: How much do you charge for shipping?,shipping_cost
I want to cancel my order. now.,cancel_order
Can you tell me What is the delivery charge?,shipping_cost
Please Is the t-shirt available in size XL? thanks.,product_availability
I was charged twice for order ORD3063. ASAP.,payment_issue
Remove kurta from order ORD3419.,order_modify
I want to know Can I get a customer service representative?,human_escalate
Urgent: Please abort my delivery for kurta. ASAP.,cancel_order
Can you tell me Are you open today? thanks.,store_hours
